"Gene.names","HK2_01","HK2_02"
"mki67",34.46,49.19
"mkks",52.42,36.11
"mkln1",40.7,40.9
"mknk1",20.84,31.47
"mknk2",112.08,85.75
"mkrn1",105.8,92.15
"mkrn2",34.7,30.67
"mkrn2os",0,0.11
"mkrn3",0,0
"mks1",27.09,27.31
"mkx",0.28,0.07
"mlana",0,0.02
"mlc1",0,0
"mlec",229.49,246.62
"mlf1",85.06,77.46
"mlf2",511.9,549.03
"mlh1",79.59,62.9
"mlh3",12.54,15.82
"mlip",0,0
"mlkl",9.86,13.31
"mllt1",1.06,2.65
"mllt10",3.81,9.28
"mllt11",57.12,30.23
"mllt3",8.87,7.79
"mlph",73.18,152.35
"mlst8",56.69,66.3
"mlx",51.51,38.57
"mlxip",19.65,21.3
"mlxipl",0.08,0.88
"mlycd",2.02,3.78
"mmaa",10.62,13.53
"mmab",51.47,52.74
"mmachc",1.4,2.16
"mmadhc",142.57,126.13
"mmd",81.9,57.44
"mmd2",0,0.02
"mme",13.35,13.33
"mmgt1",8.45,5.97
"mmp10",0.61,0.17
"mmp11",2.2,16.97
"mmp12",0,0
"mmp13",0.22,2.13
"mmp14",1.39,4.76
"mmp15",3.02,7.98
"mmp16",1.59,5.36
"mmp17",2.7,4.42
"mmp19",0.47,1.15
"mmp2",15.21,35.33
"mmp20",0,0.07
"mmp21",0,0.02
"mmp24",26.71,40.95
"mmp25",0.23,0.2
"mmp27",0,0
"mmp28",3.92,3.24
"mmp3",0.04,0.17
"mmp7",18.17,144.96
"mmp8",0,0
"mmp9",2.94,1.51
"mmrn1",0,0
"mmrn2",0.82,0.3
"mms19",108.76,76.71
"mms22l",11.34,11.45
"mmut",24,23.42
"mn1",0.12,0.24
"mnat1",37.07,34.79
"mnd1",14.74,9.64
"mns1",4.21,5.65
"mnt",0.54,1.31
"mnx1",9.31,18.67
"moap1",61.1,51.49
"mob1a",109.55,88.12
"mob1b",1.3,2.13
"mob2",15.1,22.7
"mob3a",40.38,24.96
"mob3b",0.04,0.26
"mob3c",10.66,10.92
"mob4",39.54,26.65
"mobp",0,0.06
"mocos",6.11,7.98
"mocs1",6.6,10.76
"mocs2",49.36,42.12
"mocs3",6.44,7.18
"mogat1",0,0.09
"mogat2",0,0.02
"mogs",55.41,71.36
"mok",11.11,18.03
"mon1a",4.45,7.66
"mon1b",33.16,44.6
"mon2",9.35,5.61
"morc1",0.02,0
"morc3",8.47,8.21
"morc4",199.59,162.45
"morf4l1",154.18,132.77
"morf4l2",757.85,686.13
"morn1",9.11,12.06
"morn2",67.22,49.3
"morn3",0,0.2
"morn4",7.81,13.37
"morn5",0.16,0.38
"mos",0,0
"mosmo",0.97,1.92
"mospd1",42.28,32.82
"mospd2",16.62,16.22
"mospd3",75.69,78.71
"mov10",97.01,106.79
"mov10l1",0,0.03
"moxd1",76.47,34.56
"mpc1",12.96,16.31
"mpc2",450.54,364.54
"mpdu1",112.75,104.56
"mpdz",7.7,18.44
"mpeg1",0,0
"mpg",49.17,72.46
"mphosph10",21.43,19.88
"mphosph6",40.6,35.59
"mphosph8",5.07,6.52
"mphosph9",20.05,32.32
"mpi",73.24,58.55
"mpl",0.02,0.14
"mplkip",99.11,105.25
"mpnd",5.98,13.31
"mpo",0,0.13
"mpp1",42.03,36.48
"mpp2",17.29,16.11
"mpp3",8.86,7.6
"mpp4",0.67,0.25
"mpp5",9.2,11.56
"mpp6",15.99,15.15
"mpp7",0.37,0.71
"mppe1",13.11,18.05
"mpped1",0,0.16
"mpped2",0,0.13
"mprip",20.59,22.17
"mpst",79.35,154.61
"mptx1",0,0
"mpv17",162.7,115.66
"mpv17l",0.04,0.55
"mpv17l2",28.84,41.6
"mpz",0,0
"mpzl1",243.03,171.87
"mpzl2",0.07,0.03
"mpzl3",0.24,0.2
"mr1",8.72,10.75
"mrap",0,0
"mrap2",0,0.46
"mras",15.26,26.96
"mrc1",0.01,0
"mreg",4.14,5.67
"mrfap1",207.55,249.94
"mrgbp",43.11,37.16
"mrgprd",0,0
"mrgpre",0,0
"mrgprf",0.05,0.08
"mrgprg",0,0
"mrgprx1",0,0
"mrgprx2",0,0.02
"mri1",27.25,43.27
"mrln",0,0
"mrm2",53.41,55.2
"mrm3",34.08,32.94
"mrnip",11.13,14.33
"mro",0,0.13
"mroh1",19.93,27.37
"mroh2a",0,0.01
"mroh2b",0,0
"mroh5",0,0.03
"mroh6",0.13,1.17
"mroh7",0,0.03
"mroh8",0.18,0.55
"mroh9",0,0.02
"mrpl1",27.46,20.49
"mrpl10",63.49,64.54
"mrpl11",110.28,143.6
"mrpl12",100.59,157.91
"mrpl13",239.9,202.3
"mrpl14",237.58,210.27
"mrpl15",180.03,147.28
"mrpl16",68.67,70.27
"mrpl17",90.96,102.52
"mrpl18",179.76,160.27
"mrpl19",62.06,61.68
"mrpl2",108.01,136.28
"mrpl20",137.71,169.67
"mrpl21",102.07,121.49
"mrpl22",128.01,114.2
"mrpl23",25.35,20.28
"mrpl24",205.53,172.33
"mrpl27",146.98,165.54
"mrpl28",162.69,152.76
"mrpl3",251.13,251.6
"mrpl30",30.06,25.11
"mrpl32",101.59,86.66
"mrpl33",442.12,336.27
"mrpl34",95.45,127.97
"mrpl35",36.51,30.16
"mrpl36",145.51,175.45
"mrpl37",175.9,165.38
"mrpl38",90.6,140.3
"mrpl39",121.96,80.11
"mrpl4",61.98,85.9
"mrpl40",102.72,113.99
"mrpl41",39.77,90.47
"mrpl42",185.87,121.46
"mrpl43",208.21,191.33
"mrpl44",32.7,32.91
"mrpl46",38.31,44.82
"mrpl47",93.58,121.71
"mrpl48",87.7,77.39
"mrpl49",50.37,54.39
"mrpl50",20.99,19.44
"mrpl51",416.63,383.41
"mrpl52",198.83,252.55
"mrpl53",89.69,102.43
"mrpl54",77.16,97.16
"mrpl55",320.78,367.59
"mrpl57",21.17,36.38
"mrpl58",39.58,51.58
"mrpl9",158.25,148.59
"mrps10",66.69,50.35
"mrps11",80.72,91.42
"mrps12",128.05,170.03
"mrps14",90.92,79.48
"mrps15",153.06,197.09
"mrps16",181.98,223.4
"mrps17",15.63,24.27
"mrps18a",129.48,104.01
"mrps18c",101.55,83.1
"mrps2",83.13,106.49
"mrps21",91.01,148.13
"mrps22",132.57,118.25
"mrps23",66.9,83.04
"mrps24",218.99,282.6
"mrps25",48.87,64.83
"mrps26",163.72,247.34
"mrps27",55.66,45.54
"mrps28",114.16,101.15
"mrps30",27.63,40.73
"mrps31",16.59,18.24
"mrps33",144.23,130.35
"mrps34",119.25,143.99
"mrps35",72.32,73.39
"mrps5",72.27,68.5
"mrps6",84.82,67.24
"mrps7",159.96,180.98
"mrps9",49.03,50.68
"mrrf",48.96,45.08
"mrs2",67.03,62.79
"mrtfa",6.16,13.42
"mrtfb",2.65,7.12
"mrto4",39.02,44.35
"mrvi1",0,0.12
"ms4a1",0,0
"ms4a10",0,0
"ms4a12",0,0.1
"ms4a13",0,0
"ms4a14",0,0
"ms4a18",0,0
"ms4a2",0,0.01
"ms4a3",0,0
"ms4a4a",0,0
"ms4a5",0,0
"ms4a7",0,0.07
"msantd1",0,0.1
"msantd2",4.05,3.01
"msantd3",101.55,53.13
"msantd4",10.16,11.11
"msc",8.53,6.43
"msgn1",0,0
"msh2",64.27,58.37
"msh3",8.3,9.79
"msh4",0.03,0.1
"msh6",154.1,161.99
"msi1",0,0.01
"msi2",1.71,4.02
"msl1",7.99,7.92
"msl2",8.36,7.31
"msl3",31.84,22.58
"msln",0.37,0.21
"mslnl",0,0.02
"msmb",0,0.19
"msmo1",142.26,68.1
"msmp",0.06,0.28
"msn",398.18,411.9
"msr1",0.07,0.99
"msra",0.79,2.22
"msrb1",86.58,120.9
"msrb2",24.62,41.42
"msrb3",17.45,19.49
"mss51",0.33,0.43
"mst1",1.47,3.85
"mst1r",0.44,0.92
"mstn",0.03,0
"msto1",17.65,19.24
"msx1",2.87,5.78
"msx2",0,0.02
"mt-atp6",1370.33,1636.18
"mt-atp8",988.89,1721.49
"mt-co1",4491.97,4605.33
"mt-co2",5001.78,4419.92
"mt-co3",2267.14,3135.27
"mt-nd1",587.13,2251.08
"mt-nd2",559.1,893.73
"mt-nd3",114.31,324.58
"mt-nd4",1865.61,1385.73
"mt-nd4l",3615.63,3203.83
"mt-nd5",649.61,757.37
"mt-nd6",672.44,678.8
"mt-rnr1",179.93,976.62
"mt-rnr2",3492.68,11684.13
"mt-ta",0,0
"mt-tc",0,0
"mt-td",0,1050.97
"mt-te",0,0
"mt-tf",0,310.43
"mt-tg",0,37.53
"mt-th",0,67.95
"mt-ti",0,305.77
"mt-tk",0,0
"mt-tl1",0,1568.92
"mt-tl2",0,0
"mt-tm",0,225.21
"mt-tn",0,0
"mt-tp",0,75.07
"mt-tq",0,0
"mt-tr",0,0
"mt-ts1",0,0
"mt-ts2",0,0
"mt-tt",0,0
"mt-tv",0,883.34
"mt-tw",0,0
"mt-ty",0,0
"mt3",0,0.1
"mt4",0,0
"mta1",6.07,5.64
"mta2",6.23,6.12
"mta3",33.6,37.79
"mtap",45.52,49.74
"mtbp",13.51,10.16
"mtch1",335.58,351.26
"mtch2",230.47,181.26
"mtcl1",8.28,8.21
"mtcp1",33.91,20.15
"mtdh",28.31,24.2
"mterf2",7.12,14.61
"mterf3",50.89,39.46
"mterf4",17.26,25.21
"mtf1",17,20.76
"mtf2",95.66,96.84
"mtfmt",18.78,10.88
"mtfp1",107.4,73.15
"mtfr1",26.8,28.83
"mtfr1l",46.82,42.6
"mtfr2",14.66,9.81
"mtg1",60.9,65.38
"mtg2",23.99,27.7
"mthfd1",133.15,192.67
"mthfd1l",42.14,34.12
"mthfd2",62.59,57.79
"mthfd2l",12.83,9.81
"mthfr",11.58,16.91
"mthfs",57.66,61.88
"mthfsd",7.94,10.77
"mtif2",26.5,32.31
"mtif3",33.41,35.44
"mtln",124.09,132.64
"mtm1",14.77,10.28
"mtmr1",13.1,10.15
"mtmr11",17.79,13.52
"mtmr12",14.99,15.95
"mtmr14",40.12,43.81
"mtmr2",35.04,27.82
"mtmr3",7.55,8.21
"mtmr4",29.97,18.25
"mtmr6",11.07,8.31
"mtmr7",0.07,0.08
"mtmr9",6.62,6.96
"mtnr1a",0.45,0.25
"mtnr1b",0.21,0.08
"mto1",33.45,30.94
"mtor",7.07,7.16
"mtpap",6.34,7.3
"mtpn",53.4,106.4
"mtr",15.4,23.92
"mtrex",28.7,19.47
"mtrf1",12.39,7.42
"mtrf1l",17.9,22.12
"mtrr",62.88,70.92
"mtss1",15.95,17.69
"mttp",0.54,0.13
"mturn",2.16,6.71
"mtus1",0.12,0.17
"mtus2",0,0.09
"mtx1",26.51,38.49
"mtx2",93.75,78.99
"mtx3",1.78,2.35
"muc1",3,0.33
"muc13",0.01,2.1
"muc15",0,0
"muc19",0,0.02
"muc20",0,0.37
"muc3a",0.04,0.18
"muc4",0.03,0.24
"muc5ac",0,0.02
"muc5b",0,0.03
"mucl1",0,0
"mucl3",0.19,0.05
"mul1",46.51,49.38
"mus81",30.72,45.54
"musk",0,0.04
"mustn1",0,0
"mutyh",42.4,32.66
"mvb12a",64.07,87.1
"mvb12b",1.1,1.78
"mvd",42.77,43.67
"mvk",3.54,3.83
"mvp",157.13,187.26
"mx1",1.14,1.79
"mx2",0.02,0.2
"mxd1",1.62,3.39
"mxd3",18.94,25.47
"mxd4",33.17,47.11
"mxi1",89.57,40.67
"mxra7",350.91,171.17
"mxra8",30.2,63.26
"myadm",91.87,97.01
"myadml2",0,0.02
"myb",0.47,1.09
"mybbp1a",27.78,31.9
"mybl1",8,5.25
"mybl2",206.79,142.06
"mybpc1",0,0.02
"mybpc2",0,0.34
"mybpc3",0,0
"mybph",0.55,0.89
"mybphl",0,0.06
"myc",135.98,108.01
"mycbp",98.19,56.66
"mycbp2",6.01,8.28
"mycbpap",0,0.14
"mycl",5.5,3.75
"mycn",0.02,0
"myct1",0,0.12
"myd88",32.04,28.62
"mydgf",474.51,359.99
"myef2",13.24,11.21
"myf5",0,0
"myf6",0,0.03
"myh1",0,0
"myh10",116.53,155.04
"myh11",0.05,0.43
"myh13",0.04,0.03
"myh14",0,0.11
"myh15",0.16,0.03
"myh2",0,0
"myh3",0.33,0.4
"myh4",0,0
"myh6",0,0
"myh7",0,0
"myh7b",0.09,0.29
"myh8",0,0.01
"myh9",144.02,93.86
"myhas",0,0
"myl1",0.06,0.29
"myl10",0.27,0
"myl12a",728.78,648.81
"myl12b",599.22,605.85
"myl2",0,0
"myl3",0.05,0.05
"myl4",0.18,0
"myl6",3706.02,4339.85
"myl6b",118.55,175.44
"myl7",0,0
"myl9",51.43,127.87
"mylip",1.75,11.2
"mylk",56.8,78.23
"mylk2",0.89,0.87
"mylk3",0,0.08
"mylk4",0.01,0.03
"mylpf",0,0.73
"mymk",0,0.11
"mymx",0.08,0
"mynn",20.18,15.7
"myo10",11.55,18.95
"myo15b",0.28,1.02
"myo16",0,0.02
"myo18a",5.51,7
"myo18b",0,0.02
"myo1a",0,0
"myo1b",102.69,68.42
"myo1c",90.11,103.22
"myo1d",10.55,7.34
"myo1e",140.86,170.04
"myo1f",0.55,0.82
"myo1g",0,0.06
"myo1h",0,0.02
"myo3a",7.99,9.86
"myo3b",0,0.07
"myo5a",2.94,2.41
"myo5b",8.67,11.26
"myo5c",0.34,1.72
"myo6",15.33,28.39
"myo7a",0,0.2
"myo7b",0.11,0.16
"myo9a",9.54,17.02
"myo9b",7.65,11.01
"myoc",0,0.06
"myocd",0,0.01
"myocos",0,0.05
"myod1",0,0.02
"myof",28.26,57.42
"myog",0,0.03
"myom1",0.1,0.07
"myom2",0,0
"myom3",5.4,4.04
"myorg",4.4,5.52
"myot",0,0
"myoz1",0,0
"myoz2",0,0.02
"myoz3",0,0.14
"mypn",0.09,0.11
"mypop",0.14,0.59
"myrf",3.81,3.7
"myrfl",0,0
"myrip",0,0
"mysm1",4.9,13.12
"myt1l",0,0.57
"myzap",0.43,0.41
"mzb1",0,0.2
"mzf1",8.12,10.79
"mzt1",28.34,10.48
"n4bp2",2.99,4.92
"n4bp2l1",1.12,5.49
"n4bp2l2",49.2,75.54
"n4bp3",1.36,1.39
"n6amt1",5.43,6.2
"naa10",205.62,272.69
"naa11",0,0
"naa15",35.44,51.6
"naa16",6.61,9.46
"naa20",240.73,154.63
"naa25",35.33,38.71
"naa30",16.42,9.8
"naa35",25.79,27.21
"naa38",158.59,208.68
"naa40",16.67,20.81
"naa50",214.26,182.94
"naa60",33.33,38.59
"naa80",19.84,16.06
"naaa",16,24.43
"naalad2",0.01,0.07
"naaladl1",0,0.1
"naaladl2",0.95,0.71
"nab1",14,9.67
"nab2",9.18,12.37
"nabp1",55.73,50.82
"nabp2",4.62,8.05
"naca",939.04,954.58
"nacad",0,0.02
"nacc1",2.94,5.14
"nacc2",1.22,1.56
"nadk",52.73,41.35
"nadk2",26.94,23.62
"nadsyn1",24.9,23.67
"nae1",197.64,157.68
"naf1",1.79,4.51
"naga",33.94,30.44
"nagk",95.28,124.13
"naglu",28.97,61.41
"nagpa",11.34,17.97
"nags",17.55,10.66
"naif1",3.22,5.65
"nalcn",0.19,0.64
"nampt",95.17,79.69
"nanog",0,0.02
"nanos1",10.08,6.36
"nanos2",0,0
"nanos3",0,0.25
"nanp",10.89,7.99
"nans",146.74,163.56
"nap1l1",242.17,181.22
"nap1l2",0,0
"nap1l3",0,0.02
"nap1l5",0.75,0.79
"napa",131.67,151.54
"napb",6.62,4.37
"napg",12.83,12.03
"naprt",80.42,161.09
"napsa",0.87,2.42
"narf",183.31,147.59
"nars",173.29,164.33
"nars2",21.13,16.6
"nasp",146.29,226.8
"nat1",2.6,4.49
"nat10",21.22,20.81
"nat14",53.06,63.05
"nat2",0.31,0.21
"nat8",0,0
"nat8l",0.78,1
"nat9",42.15,54.33
"natd1",1.16,2.82
"nav1",13.95,29.25
"nav2",3.19,3.04
"nav3",7.28,10.12
"naxd",28.8,27.12
"naxe",205.74,239.24
"nbas",15.99,17.4
"nbdy",141.2,143.71
"nbea",0.58,1.41
"nbeal1",9.42,13.34
"nbeal2",3.87,2.75
"nbl1",46.91,47.22
"nbn",65.19,75
"nbr1",39.87,29.69
"ncald",0.28,0.19
"ncam1",0.03,0.04
"ncam2",0,0
"ncan",0,0.02
"ncapd2",75.27,42.23
"ncapd3",22.07,14.33
"ncapg",47.17,31.93
"ncapg2",59.14,37.22
"ncaph",40.97,31.18
"ncaph2",70.39,84.48
"ncbp1",45.11,30.64
"ncbp2",153.59,141.38
"ncbp3",10.95,12.79
"nccrp1",1.36,2.69
"ncdn",11.2,15.06
"nceh1",76.52,45.87
"ncf1",0,0.04
"ncf2",0.18,0.35
"nck1",46.94,71.7
"nck2",18.65,21.54
"nckap1",86.96,54.21
"nckap1l",0,0.02
"nckap5",14.75,3.47
"nckap5l",2.91,6.14
"nckipsd",54.09,33.2
"ncl",316.56,562.36
"ncln",59.63,48.7
"ncmap",0,0.08
"ncoa1",7.57,8.59
"ncoa2",2.34,3.73
"ncoa3",16.18,24.79
"ncoa4",115.14,117.98
"ncoa5",13.44,17.29
"ncoa6",6.24,7.57
"ncoa7",6.34,8.92
"ncor1",77.64,96.48
"ncor2",30.8,38.87
"ncs1",44.69,49.9
"ncstn",195.68,145.17
"ndc1",30.84,17.64
"ndc80",35.6,18.17
"nde1",10.87,23.34
"ndel1",31.6,40.25
"ndfip1",14.33,19.71
"ndfip2",131.79,72.75
"ndn",51.49,49.08
"ndnf",0.63,0.32
"ndor1",7.58,9.96
"ndp",0,0.03
"ndrg1",259.94,58.98
"ndrg2",3.93,3.92
"ndrg3",36.03,29.21
"ndrg4",17.78,13.8
"ndst1",9.96,9.55
"ndst2",10.64,12.74
"ndst3",0.09,0.61
"ndst4",0,0
"ndufa1",386.54,451.35
"ndufa10",172.82,200.19
"ndufa11",408.71,620.03
"ndufa12",426.38,349.54
"ndufa13",614.2,835.84
"ndufa2",106.42,161.74
"ndufa3",272.33,483.23
"ndufa4",119.65,186.98
"ndufa4l2",0.95,1.79
"ndufa5",96.23,76.75
"ndufa6",175.05,183.62
"ndufa7",189.07,195.46
"ndufa8",144.58,119.39
"ndufa9",159.91,200.11
"ndufab1",138.06,145.24
"ndufaf1",15.5,17.36
"ndufaf2",30.57,35.63
"ndufaf3",368.55,435.58
"ndufaf4",49.92,47.47
"ndufaf5",33.1,36.33
"ndufaf6",34.27,33
"ndufaf7",22.76,22.06
"ndufaf8",87.84,119.4
"ndufb10",207.05,243.13
"ndufb11",140.99,217.03
"ndufb2",661.06,709.78
"ndufb3",462.64,399.12
"ndufb4",710.58,558.32
"ndufb5",171.28,148.55
"ndufb6",124.57,122.07
"ndufb7",377.77,439.54
"ndufb8",878.2,674.7
"ndufb9",578.55,512.4
"ndufc1",181.06,128.15
"ndufc2",287.27,360.11
"ndufs1",121.83,108.73
"ndufs2",263.47,223.15
"ndufs3",100.23,127.02
"ndufs4",112.19,115.57
"ndufs5",986,1227.23
"ndufs6",81.85,132.17
"ndufs7",222.91,293.48
"ndufs8",336.31,489.13
"ndufv1",213.21,259.18
"ndufv2",281.39,203.05
"ndufv3",9.96,12.78
"neat1",7.23,7.18
"neb",0.55,0.55
"nebl",0.47,0.55
"necab1",5.03,2.5
"necab2",2.67,8.39
"necab3",23.55,38.68
"necap1",29.62,25.92
"necap2",61.32,68.56
"nectin1",1.38,1.46
"nectin2",79.04,70.88
"nectin3",4.92,16.35
"nectin4",0,0.1
"nedd1",46.53,33.57
"nedd4",29.63,20.35
"nedd4l",31.08,33.57
"nedd8",514.8,491.49
"nedd9",27.88,28.47
"nefh",16.89,21.14
"nefl",2.27,5.65
"nefm",1.2,4.83
"negr1",0.1,0.51
"neil1",5.05,7.22
"neil2",16.71,12.01
"neil3",33.8,16.52
"nek1",10.74,16.91
"nek10",0.69,1.27
"nek11",10.95,12.4
"nek2",55.52,35.2
"nek3",13.22,8.44
"nek4",9.85,11.75
"nek5",0,0.19
"nek6",236.19,200.77
"nek7",19.93,9.39
"nek9",3.84,7.62
"nelfa",28.79,38.54
"nelfb",33.36,34.06
"nelfcd",145.38,127.52
"nell1",0,0.03
"nell2",1.47,1.03
"nemf",54.86,50.86
"nemp1",12.51,7.37
"nemp2",10.43,6.59
"nenf",198.43,228.96
"neo1",4.77,8.24
"nepro",16.62,26.73
"nes",1.62,6.16
"net1",10.32,5.85
"neto1",2.96,2.37
"neto2",66.03,48.23
"neu2",0,0
"neu3",1.46,2.07
"neu4",0.04,0.18
"neurl1b",0.05,0.06
"neurl2",7.26,16.97
"neurl3",2.27,6.27
"neurl4",4.62,2.2
"neurod1",0.01,0.04
"neurod2",0,0.02
"neurod4",0,0
"neurod6",0,0
"neurog1",0,0
"neurog2",0.16,0.06
"neurog3",0,0
"nexmif",0,0.02
"nexn",18.53,13.22
"nf1",3.24,4.56
"nf2",16.17,17.81
"nfam1",0,0.03
"nfasc",0,0.49
"nfat5",2.71,7.43
"nfatc1",3.62,4.2
"nfatc2",0.01,0
"nfatc2ip",16.66,17.99
"nfatc3",12.58,13.25
"nfatc4",0.79,1.58
"nfe2",0.77,2.04
"nfe2l1",21.35,28.89
"nfe2l2",154.4,192.51
"nfe2l3",39.16,17.22
"nfia",1.09,1.32
"nfib",0.34,0.79
"nfic",28.64,62.34
"nfil3",70.67,41.81
"nfix",4.69,16.52
"nfkb1",30.18,20.43
"nfkb2",19.9,19.3
"nfkbia",278.85,245.91
"nfkbib",5.97,10.62
"nfkbid",4.9,6.22
"nfkbie",23.77,19.95
"nfkbiz",534.01,411.31
"nfrkb",9.01,12.78
"nfs1",89.24,87.66
"nfu1",86.71,68.99
"nfx1",18.25,14.93
"nfxl1",7.53,8.15
"nfya",19.94,17.98
"nfyb",39.69,32.64
"nfyc",29.38,36.76
"ngb",0,0.14
"ngdn",66.75,69.95
"ngef",0.7,0.58
"ngf",11.64,8.66
"ngfr",0,0.12
"ngly1",77.05,35.11
"ngrn",70.3,61.37
"nhej1",14.58,16.97
"nhlh1",0,0.1
"nhlh2",0,0.06
"nhlrc1",1.26,1.89
"nhlrc2",5.63,13.58
"nhlrc3",9.56,12.34
"nhlrc4",0.02,0.22
"nhp2",300.42,314.1
"nhs",1.89,7.84
"nhsl1",1,3.6
"nhsl2",0.02,0.21
"nicn1",9.66,10.28
"nid1",60.35,38.55
"nid2",15.13,18
"nif3l1",27.37,19.57
"nifk",83.01,78.13
"nim1k",2.13,0.8
"nin",10.45,27.75
"ninj1",198.91,269.02
"ninj2",0,0.82
"ninl",3.7,8.05
"nip7",61.72,57.45
"nipa1",11.78,9.66
"nipa2",76.89,72.72
"nipal1",4.94,3.37
"nipal2",0.69,0.94
"nipal3",26.5,17.35
"nipal4",7.65,12.23
"nipbl",12.12,20.52
"nipsnap1",110.6,118.15
"nipsnap2",64.93,53.11
"nipsnap3a",34.2,28.96
"nipsnap3b",0.96,1.48
"nisch",7.21,11.18
"nit1",48.67,52.2
"nit2",197.52,207.65
"nkain1",0.92,3.27
"nkain2",0,0.13
"nkain3",0,0
"nkain4",0.25,6.81
"nkap",3.69,4.1
"nkapd1",5.33,6.7
"nkapl",0,0.03
"nkd1",0.07,0.18
"nkd2",1.05,4.89
"nkg7",1.36,0.63
"nkiras1",22.3,15.69
"nkiras2",39.18,54.66
"nkpd1",0.39,1
"nkrf",4.72,4.27
"nktr",18.11,25.26
"nkx1-1",0,0.07
"nkx1-2",0,0
"nkx2-1",0,0.06
"nkx2-2",0,0
"nkx2-3",0,0
"nkx2-4",12.15,21.12
"nkx2-5",0,0.18
"nkx2-6",0,0
"nkx3-1",3.02,3.52
"nkx3-2",0.14,0.07
"nkx6-1",2.65,2.93
"nkx6-2",2.03,1.28
"nkx6-3",0,0
"nle1",15.19,16.35
"nlgn1",2.81,3.22
"nlgn2",1.02,1.64
"nlgn3",0,0.16
"nlk",2.3,2.22
"nln",25.37,26.02
"nlrc3",0.01,0.04
"nlrc4",0.11,0.11
"nlrc5",5.83,5.39
"nlrp10",0,0
"nlrp12",0,0.04
"nlrp14",0.08,0.1
"nlrp3",0,0.02
"nlrp5",0,0.04
"nlrp6",0,0.12
"nlrx1",7.24,10.44
"nmb",0.45,0.9
"nmbr",0.03,0.23
"nmd3",70.67,65.25
"nme1",345.6,359.28
"nme2",1057.97,1124.35
"nme3",31.24,75.99
"nme4",166.53,201.94
"nme5",0.9,3
"nme6",72.19,61.21
"nme7",91.3,86.23
"nme8",0,0
"nme9",0.68,0.79
"nmi",24.68,23.17
"nmnat1",5.82,8.36
"nmnat2",0,0.06
"nmnat3",1.22,2.14
"nmral1",89.67,119.51
"nmrk1",3.27,4.34
"nmrk2",0,2.15
"nms",0,0
"nmt1",123.93,158.66
"nmt2",26.91,14.04
"nmu",0.43,1.25
"nmur1",0,0.03
"nmur2",0,0.08
"nnat",0,0.1
"nnmt",277.86,997.43
"nnt",26.48,26.84
"noa1",10.71,11.97
"nob1",31.62,48.47
"nobox",0,0.03
"noc2l",76.54,76.93
"noc3l",27.42,25.69
"noc4l",36.56,65.13
"noct",0.95,1.07
"nod1",1.17,2.63
"nod2",0,0.05
"nodal",0,0
"nog",1.9,0.11
"nol10",27.86,29.45
"nol11",53.49,39.88
"nol12",39.93,42.35
"nol4",0.03,0
"nol4l",22.09,21.23
"nol6",7.65,8.93
"nol7",93.93,102.8
"nol8",32.41,47.68
"nol9",11.64,12.14
"nolc1",91.57,108.66
"nom1",7.66,12.41
"nono",292.9,325.77
"nop10",310.62,317.01
"nop14",10.58,9.86
"nop16",69.68,73.62
"nop2",47.98,54.99
"nop53",55.94,86.82
"nop56",205.19,295.19
"nop58",98.67,115.1
"nop9",0.39,0.84
"nos1",0,0.41
"nos1ap",0.07,0.25
"nos2",1.02,1.04
"nos3",0.08,0.03
"nosip",142.73,167.78
"nostrin",0.33,0.22
"notch1",0.9,1.26
"notch2",24.26,35.42
"notch3",5.51,6.86
"noto",0,0
"notum",0.94,1.06
"nova1",0.57,1.02
"nova2",0,0.29
"nox1",0,0.25
"nox3",0,0
"nox4",0,0
"noxa1",0.94,5.31
"noxo1",0,0.3
"noxred1",0,0
"npas1",1.48,1.93
"npas2",1.89,5.92
"npas3",0,0.66
"npas4",0,0
"npat",9.66,10.79
"npb",0.4,0.29
"npbwr1",0.05,0.22
"npc1",58.58,72.88
"npc1l1",0,0.05
"npc2",109.9,263.65
"npdc1",31.54,61.43
"npepl1",33.32,32.1
"npepps",164.03,112.79
"npff",0.27,0.2
"npffr1",0.02,0.12
"npffr2",0.58,0.34
"nphp1",14.09,12.47
"nphp3",9.05,9.21
"nphp4",5.46,4.83
"nphs1",0.09,0.38
"nphs2",0,0.08
"npl",3.45,4.4
"nploc4",60.59,63.66
"npm1",596.47,610.93
"npm2",13.41,28.52
"npm3",12.72,28.62
"npnt",28.86,37.49
"nppa",0,0
"nppb",1.9,0
"nppc",6.82,2.04
"npr1",16.14,77.04
"npr2",0.66,0.77
"npr3",0.13,0.18
"nprl2",50.86,48.6
"nprl3",8.98,6.58
"nps",0,0
"npsr1",0,0
"nptn",67.65,47.62
"nptx1",0.12,0.25
"nptx2",0,0.03
"nptxr",2.64,8.64
"npvf",0,0
"npw",14.59,33.56
"npy",0,0.1
"npy1r",1.15,1.62
"npy2r",0,0.01
"npy4r",0,0
"npy5r",0.52,0.55
"npy6r",0,0
"nqo1",198.2,270.89
"nqo2",104.4,126.92
"nr0b1",0,0.04
"nr0b2",0.07,0.04
"nr1d1",1.09,2.07
"nr1d2",16.76,17.06
"nr1h2",100.88,102.18
"nr1h3",11.51,20.56
"nr1h4",24.14,23.58
"nr1i2",0,0.06
"nr1i3",0.38,0.35
"nr2c1",30.12,35.28
"nr2c2",4.36,12.43
"nr2c2ap",47.15,54.05
"nr2e1",0,0
